576f1b2769b0a439171eae2c063424a8,LGA,IAD,1303,40.766667,-73.866667,38.944444,-77.455833
aaf535532bf07ea7418bd6591a3b0302,PHL,LGA,1429,39.871944,-75.241111,40.766667,-73.866667
c2500ed9f2641477bb9ffa5066781594,IAD,PHL,1208,38.944444,-77.455833,39.871944,-75.241111
899953049753cde347835435eec677f7,JFK,IAD,918,40.633333,-73.783333,38.944444,-77.455833
9b8ce330709bee8ada6f7bab2ff99950,EWR,PHL,1429,40.6925,-74.168611,39.871944,-75.241111
432dd550cb4357d762ce8e0aa2d2b6d0,PHL,IAD,838,39.871944,-75.241111,38.944444,-77.455833
7e20f482ed74975b9305a0ad7ae7634a,LGA,PHL,1392,40.766667,-73.866667,39.871944,-75.241111
5c4fd8b4fcc650b3e8ad11d6ba907f10,OAK,LAX,1630,37.716667,-122.216667,33.9425,-118.407222
7007765ecfc51d6e6663fe8b5fec15a3,EWR,PHL,994,40.6925,-74.168611,39.871944,-75.241111
9be64c18069b652915aa597e8eb01df4,PHL,EWR,465,39.871944,-75.241111,40.6925,-74.168611
0537718d23b458ecfed069c2a928316d,EWR,IAD,872,40.6925,-74.168611,38.944444,-77.455833
6252d7b7203485f7d9081ca8647a3402,JFK,PHL,465,40.633333,-73.783333,39.871944,-75.241111
a983fd09989391e19e9480d67bf465a0,PHL,IAD,776,39.871944,-75.241111,38.944444,-77.455833
75599dcb4a0664ad071531fc9f9caa8a,JFK,PHL,465,40.633333,-73.783333,39.871944,-75.241111
b72731dd41c31296a5cfe4ec4bdf99ee,PHL,IAD,776,39.871944,-75.241111,38.944444,-77.455833
da603fcdec9d107ffe8877a0246a6b83,EWR,IAD,876,40.6925,-74.168611,38.944444,-77.455833
659f78fa73dbd8e3a0df1b87ffc6f750,ATL,CLT,1154,33.636667,-84.428056,35.216667,-80.933333
57d4064eaa52129362fdc248a695fa00,EWR,PHL,994,40.6925,-74.168611,39.871944,-75.241111
30b678abe841ef9f9ec2885b391b0456,LGA,PHL,495,40.766667,-73.866667,39.871944,-75.241111
908382c9b81726925c3c45a252fd1f10,EWR,PHL,932,40.6925,-74.168611,39.871944,-75.241111
b7a547fac0259fb7e2f98b9ec6bfde19,IAD,EWR,1303,38.944444,-77.455833,40.6925,-74.168611
62bac46c84afc67d364abe556b02e04d,LGA,PHL,1392,40.766667,-73.866667,39.871944,-75.241111
fa9b2a57abc19efcfbfc70bb8559af0e,PHL,LGA,932,39.871944,-75.241111,40.766667,-73.866667
916af3f1194446651f0c042ea3d31603,PHL,EWR,465,39.871944,-75.241111,40.6925,-74.168611
6b51c26dd3aab4040e9b463b9cfd9100,IAD,EWR,1303,38.944444,-77.455833,40.6925,-74.168611
eaef259f49eafd2ab87c0185ff1391e9,ORD,DTW,1097,41.978611,-87.904722,42.2125,-83.353333
3a735226fb9ef5b885461db7b13fc14f,PHL,LGA,465,39.871944,-75.241111,40.766667,-73.866667
131aa4e67da3557cfe9df42b5814b00d,OAK,SFO,677,37.716667,-122.216667,37.618889,-122.375
14dc6039bfc5078dd55f80bc90e8beba,LGA,PHL,465,40.766667,-73.866667,39.871944,-75.241111
182db52343aad6e39c9adfb2713e046c,SFO,OAK,677,37.618889,-122.375,37.716667,-122.216667
9c57cce355c7e333667f831a35fd1288,EWR,IAD,872,40.6925,-74.168611,38.944444,-77.455833
810927d70eccd9558f98a978ae99b897,OAK,SFO,677,37.716667,-122.216667,37.618889,-122.375
f64c6758d0b37623e938f06ac2b1b613,PHL,LGA,1392,39.871944,-75.241111,40.766667,-73.866667
d58e2225aa9bc4a4ab4086187d71e96c,PHL,LGA,1392,39.871944,-75.241111,40.766667,-73.866667
e7f143b6299e1734726d0e8b72c92fa1,LAX,OAK,1628,33.9425,-118.407222,37.716667,-122.216667
d6049936c7f4ed98bd598e32bd704280,IAD,PHL,776,38.944444,-77.455833,39.871944,-75.241111
c8b35cd52a8a64cfc9705fc9e463d620,IAD,LGA,1303,38.944444,-77.455833,40.766667,-73.866667
2c4576df2f1c1efd3f77bffa8bf62980,OAK,SFO,677,37.716667,-122.216667,37.618889,-122.375
cc2e90b92f312ac46a4b555655fc4461,LGA,PHL,994,40.766667,-73.866667,39.871944,-75.241111
e32e3e5045c4c42ee2e08ed7f6d679d3,PHL,EWR,932,39.871944,-75.241111,40.6925,-74.168611
cae502831ea612bbb759618ee387ed33,EWR,IAD,872,40.6925,-74.168611,38.944444,-77.455833
